feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
25.92,44.0,1,845.08,0,2,72.19,1
29.05,80.0,0,1133.37,1,1,11.92,1
21.84,72.0,0,590.54,1,8,23.14581921773945,1
35.06,42.0,1,584.39,0,8,0.24,0
23.1,25.0,0,903.01,0,5,0.2,0
28.18,98.0,2,909.62,0,4,81.88,0
26.39,93.0,2,1026.79,1,9,30.73,1
32.0,94.0,2,801.71,1,5,27.29,1
26.37,29.0,2,1257.75,1,3,23.14581921773945,0
28.35,43.0,1,954.7,0,2,22.42,1
28.57,9.0,1,965.11,1,1,28.78,0
25.16,24.0,0,1221.29,0,6,10.98,1
39.78,44.0,1,957.69,1,8,0.49,0
25.49,95.0,0,889.27,0,6,10.42,0
32.05,31.0,0,384.3,1,5,6.86,1
30.17,12.0,0,1354.47,0,9,10.16,0
33.54,87.0,1,1164.51,1,4,59.85,1
28.97,63.0,2,1164.84,1,5,2.37,1
32.01,39.0,2,845.34,1,1,25.34,1
27.28,55.0,0,695.98,1,8,26.97,1
29.7,0.0,1,818.68,1,9,12.48,0
36.61,48.0,0,946.11,1,4,19.57,0
29.81,23.0,2,759.3,1,7,12.45,1
38.82,65.0,1,471.43,1,1,2.69,0
30.42,77.0,2,691.51,1,6,14.63,0
25.05,22.0,0,1000.21,0,4,16.29,0
28.57,84.0,2,1079.22,0,4,23.14581921773945,0
34.05,2.0,2,895.92,1,5,24.84,0
21.25,19.0,0,1035.31,0,1,24.22,0
26.1,69.0,1,1031.37,1,1,6.69,0
28.25,77.0,2,849.63,1,2,17.29,0
23.49,29.0,1,710.54,1,4,4.5,0
37.1,14.0,2,947.43,1,3,8.12,0
18.97,52.0,2,1477.89,0,6,32.88,0
36.33,11.0,0,772.9,0,4,13.94,1
24.65,46.0,1,1063.53,1,8,29.44,0
32.96,87.0,2,1225.23,0,2,63.0,0
29.74,45.0,2,927.84,0,3,11.49,1
36.04,74.0,0,1309.56,1,3,45.72,0
33.25,96.0,2,558.68,0,3,3.79,0
28.37,97.0,2,1257.61,0,9,29.84,1
39.17,65.0,0,917.39,1,5,77.71,1
32.15,6.0,2,1497.68,0,2,1.47,0
27.99,48.0,1,345.06,1,1,25.63,1
19.42,46.0,2,859.03,1,7,32.85,0
31.06,89.0,1,1527.88,1,8,23.14581921773945,0
35.78,49.436559691912706,1,1093.13,1,8,0.98,1
31.61,56.0,2,760.64,0,4,48.78,0
29.990843475581585,19.0,1,1270.21,0,6,19.89,1
27.52,49.436559691912706,2,1039.98,1,3,33.01,0
32.3,38.0,1,1381.07,1,7,70.85,0
24.14,51.0,0,618.97,0,7,40.25,1
25.8,81.0,1,876.55,1,6,6.36,1
30.46,58.0,1,698.55,0,7,18.79,0
40.79,2.0,1,1262.76,1,1,108.12,1
24.57,87.0,2,943.24,1,5,3.35,0
27.83,14.0,0,1256.51,0,4,58.22,1
33.87,14.0,1,1140.21,0,3,39.87,1
32.38,87.0,2,1339.74,1,7,26.23,0
29.52,13.0,1,1481.16,0,2,2.44,1
22.53,42.0,1,1050.48,1,4,36.13,1
24.21,49.436559691912706,1,1164.13,1,4,22.73,0
32.82,23.0,1,773.5,0,6,25.1,0
28.9,53.0,0,995.24,0,3,3.31,0
26.29,69.0,1,1117.19,0,5,23.14581921773945,1
35.53,35.0,2,1293.65,1,3,9.97,0
26.08,66.0,0,1161.55,0,7,10.83,0
24.97,91.0,2,962.22,1,7,2.06,1
31.2,26.0,0,1512.6,0,5,1.44,0
28.75,76.0,0,865.66,0,3,14.57,1
33.55,84.0,1,712.61,1,5,25.21,1
26.34,36.0,2,813.01,1,7,16.83,1
31.68,89.0,1,1081.36,1,9,20.94,0
34.45,30.0,0,1124.93,0,8,30.94,1
27.21,17.0,2,1243.4,0,5,23.69,1
35.44,50.0,2,1607.48,1,1,26.77,1
31.22,9.0,0,1092.312002002773,0,8,57.03,0
23.84,25.0,2,972.19,0,3,114.41,1
28.24,49.436559691912706,2,1060.32,0,3,36.82,1
34.91,47.0,2,924.59,0,3,23.03,0
22.38,5.0,2,870.07,0,3,20.41,0
36.68,72.0,1,761.77,0,1,26.44,1
28.87,39.0,0,1149.9,1,6,22.78,0
27.88,64.0,2,861.37,0,2,31.86,0
33.04,8.0,1,871.09,1,9,11.22,0
28.45,71.0,0,875.83,0,3,1.08,1
30.55,7.0,2,840.53,1,9,33.48,0
24.35,24.0,2,1190.11,1,6,88.35,1
28.18,95.0,0,1077.84,1,2,23.14581921773945,0
37.81,0.0,1,1092.312002002773,0,3,4.9,1
22.25,97.0,2,415.89,0,8,0.28,0
29.990843475581585,85.0,2,1146.3,0,6,2.66,0
30.24,46.0,0,1104.26,0,6,49.33,0
29.4,70.0,0,830.77,0,8,7.14,1
32.46,92.0,2,707.05,0,7,3.52,1
36.1,23.0,2,1475.43,1,3,54.59,0
37.73,5.0,1,1571.4,1,5,48.04,0
39.12,50.0,1,1205.23,0,2,5.31,1
29.990843475581585,22.0,0,779.88,1,1,5.71,0
20.9,49.436559691912706,2,1316.9,0,6,11.2,1
38.04,10.0,2,1364.53,0,2,23.14581921773945,1
34.8,85.0,0,1264.68,1,3,15.02,0
34.63,57.0,0,805.97,0,3,2.29,0
18.08,16.0,1,718.03,0,9,13.04,1
37.55,75.0,0,770.17,1,9,10.53,0
34.15,39.0,0,1492.16,0,8,23.14581921773945,0
27.26,70.0,1,1134.95,0,5,19.42,0
30.56,37.0,0,232.17,1,6,16.93,1
29.52,40.0,1,1247.32,1,3,10.97,0
36.8,24.0,2,1284.49,1,9,35.32,0
22.71,58.0,1,968.63,1,5,15.53,0
32.15,90.0,2,893.1,1,2,39.41,1
29.93,89.0,2,887.28,1,5,8.98,0
26.41,57.0,0,1063.31,1,7,68.16,1
27.52,44.0,1,1065.16,0,4,1.31,0
36.85,30.0,0,1310.39,0,9,5.7,0
20.94,97.0,1,639.48,0,8,170.74,0
34.36,54.0,0,1031.1,1,9,19.84,0
35.14,20.0,0,1114.8,1,5,26.7,1
31.77,37.0,0,911.21,0,9,5.33,0
33.42,40.0,2,1218.73,0,8,23.14581921773945,1
20.55,49.436559691912706,2,1092.312002002773,0,2,29.34,0
30.44,40.0,0,894.54,0,9,48.5,1
29.990843475581585,50.0,2,1158.9,1,8,102.82,0
34.71,79.0,2,665.7,0,9,3.17,1
24.4,44.0,1,1290.68,1,7,11.27,0
29.990843475581585,19.0,2,695.67,1,8,28.93,0
25.03,32.0,1,389.23,0,4,39.85,0
29.990843475581585,40.0,0,1067.57,0,4,23.14581921773945,1
26.91,39.0,1,414.15,1,1,13.34,0
33.13,14.0,1,695.0,1,4,4.36,1
30.98,11.0,2,1050.95,1,4,36.17,0
26.61,90.0,1,858.62,0,3,13.9,0
23.85,46.0,2,843.54,0,7,10.17,0
27.36,74.0,2,1047.69,0,6,3.43,1
34.52,8.0,1,1016.71,0,8,5.19,0
31.62,46.0,0,698.52,0,4,27.25,0
29.64,13.0,2,1147.2,1,1,35.95,1
22.83,38.0,2,789.59,0,4,1.45,1
22.44,43.0,0,1125.93,1,5,5.32,0
38.17,31.0,2,1477.33,1,3,32.41,0
31.42,92.0,2,856.69,1,1,5.2,1
28.48,27.0,1,740.88,1,5,23.14581921773945,0
28.26,73.0,2,1502.51,1,1,63.71,0
29.81,23.0,1,794.16,0,5,9.58,0
28.8,79.0,0,1513.0,0,6,59.62,1
32.92,61.0,1,722.58,1,2,47.8,0
35.12,64.0,1,1092.312002002773,1,5,30.52,1
30.01,5.0,0,1330.55,1,6,4.42,0
29.990843475581585,28.0,0,788.59,0,8,6.67,0
37.33,49.436559691912706,1,659.79,1,5,7.54,0
16.3,48.0,2,929.41,1,3,6.52,0
30.65,87.0,2,1367.84,0,9,3.79,0
27.57,46.0,2,1276.95,1,1,15.08,0
32.0,48.0,0,1078.13,1,5,3.32,0
26.59,82.0,0,1675.29,0,8,31.5,0
25.13,62.0,2,1199.57,0,2,72.91,0
31.22,3.0,2,714.22,1,4,10.88,0
32.84,28.0,1,1175.45,1,5,2.18,0
20.19,27.0,1,1092.312002002773,1,3,1.33,0
30.32,9.0,1,887.61,1,1,44.56,1
27.47,9.0,1,1181.32,1,2,35.35,0
31.22,29.0,2,1909.11,1,6,14.2,1
30.74,87.0,0,787.83,1,1,5.66,0
31.7,20.0,0,894.01,0,3,13.46,0
28.33,9.0,1,909.55,0,9,28.81,0
30.5,83.0,1,1093.97,1,9,23.14581921773945,1
34.95,31.0,2,897.91,1,3,4.39,0
32.71,85.0,2,377.01,0,2,30.97,1
26.77,98.0,1,823.7,0,5,12.79,0
17.56,49.436559691912706,0,1051.58,0,6,5.01,1
27.38,86.0,2,910.3,1,5,8.3,1
41.91,97.0,2,569.07,0,1,4.21,0
31.78,88.0,2,959.91,0,5,42.0,0
27.22,99.0,2,1149.61,1,6,68.66,1
27.44,89.0,2,961.58,1,3,21.01,0
35.85,63.0,1,1330.32,0,6,43.38,1
25.01,2.0,0,776.86,0,2,8.7,1
30.91,31.0,0,1052.45,0,6,17.94,1
27.76,9.0,1,768.67,0,6,41.06,1
22.79,89.0,0,1059.95,0,7,12.96,0
25.95,35.0,1,973.88,1,5,16.88,1
31.1,57.0,2,1068.47,0,7,7.1,1
40.75,10.0,2,1123.11,0,4,32.49,1
29.51,6.0,2,1057.83,0,2,31.7,1
32.41,79.0,0,1353.37,1,7,13.83,0
28.58,37.0,0,1067.15,1,4,5.63,1
27.96,59.0,2,1128.89,1,7,0.53,1
29.990843475581585,51.0,1,794.06,0,5,57.01,1
27.6,95.0,1,858.24,1,9,13.62,1
29.990843475581585,63.0,2,1170.02,1,2,83.99,1
24.52,49.436559691912706,2,1292.99,1,1,0.68,1
40.37,43.0,2,1237.41,1,9,16.7,0
29.33,71.0,2,455.61,1,6,23.14581921773945,1
31.27,49.436559691912706,2,1188.72,0,4,35.23,0
37.69,21.0,1,935.81,1,9,9.17,1
38.07,76.0,1,1337.81,0,2,17.95,0
29.31,16.0,2,1120.33,1,5,20.96,0
35.65,63.0,2,1021.04,1,3,27.42,0
24.33,50.0,0,1528.45,0,3,7.32,1
22.67,44.0,1,1027.69,1,5,23.4,1
27.37,49.0,2,1414.09,0,3,51.42,0
27.79,32.0,2,1342.51,1,8,39.73,1
32.11,95.0,0,920.17,0,2,12.04,1
29.990843475581585,25.0,1,1258.37,1,3,23.14581921773945,0
34.19,91.0,2,453.31,1,6,12.4,0
31.59,66.0,2,917.13,1,6,10.69,0
30.83,22.0,1,1033.78,1,1,19.08,0
28.57,47.0,2,725.05,0,8,11.76,0
36.62,97.0,0,6761.2,1,2,9.52,0
25.11,0.0,1,808.89,0,6,88.56,0
33.26,80.0,0,725.16,1,9,14.28,0
34.08,61.0,0,1025.61,1,9,23.14581921773945,0
31.6,70.0,2,986.08,0,9,1.97,1
21.2,81.0,2,825.44,0,6,55.29,0
34.9,37.0,0,1037.62,0,7,10.97,0
29.990843475581585,49.436559691912706,1,693.48,0,6,23.88,0
28.44,37.0,0,1283.48,0,7,23.14581921773945,0
30.23,86.0,1,1422.28,1,2,24.82,0
22.64,81.0,0,502.7,0,1,14.23,0
28.63,56.0,0,502.33,0,7,10.38,0
25.9,70.0,1,1042.45,0,7,6.02,1
25.51,15.0,2,1390.14,1,3,48.49,0
28.86,10.0,0,932.49,1,9,23.14581921773945,1
35.37,97.0,0,766.19,1,1,5.08,1
27.59,96.0,1,1246.11,0,3,7.89,1
33.47,96.0,2,862.84,0,7,15.46,1
35.85,7.0,2,1376.11,1,9,2.24,0
25.92,78.0,2,795.12,0,7,22.42,0
25.17,93.0,2,706.85,0,7,9.29,0
32.08,8.0,1,1426.5,0,2,55.02,1
38.21,24.0,0,915.37,1,1,3.13,0
21.6,37.0,0,931.39,1,6,22.87,0
37.6,36.0,2,1111.99,0,6,17.93,0
22.45,24.0,2,1530.22,0,2,35.21,0
29.990843475581585,53.0,2,1092.312002002773,0,6,20.58,0
34.31,76.0,2,1638.84,1,9,7.16,0
25.16,30.0,0,1333.89,1,9,23.14581921773945,0
23.1,85.0,1,1026.87,1,7,67.3,0
36.59,55.0,1,1101.95,0,5,23.14581921773945,1
24.19,50.0,0,1310.75,1,5,49.38,1
15.53,95.0,1,1191.62,0,1,1.01,1
26.81,74.0,1,691.82,1,7,5.72,0
35.0,79.0,0,989.87,0,3,39.67,0
28.81,51.0,1,741.68,0,4,23.71,0
24.66,71.0,0,866.03,0,1,36.05,1
32.14,6.0,0,1372.79,1,3,48.99,0
32.29,67.0,0,1218.86,0,6,57.58,1
29.990843475581585,90.0,0,951.02,0,1,22.88,0
28.65,44.0,1,851.74,0,1,84.6,0
26.54,26.0,1,957.31,0,3,43.39,0
32.37,73.0,0,1275.73,0,7,38.91,0
31.98,4.0,2,709.3,0,2,5.13,0
25.73,11.0,0,1092.312002002773,0,4,11.1,1
28.03,92.0,2,620.83,1,6,75.0,0
35.37,70.0,1,1027.01,0,9,50.55,0
29.64,37.0,2,1062.36,0,7,26.87,1
22.34,28.0,1,917.73,1,6,1.66,0
27.38,1.0,0,1028.13,1,9,9.01,1
26.92,91.0,1,401.87,1,4,23.14581921773945,0
26.68,84.0,1,994.45,0,1,7.32,1
31.59,72.0,1,399.85,1,9,12.15,0
27.83,54.0,2,1211.19,0,7,8.69,0
28.55,37.0,1,1108.26,1,1,38.87,1
40.3,12.0,1,1476.97,1,5,8.52,0
33.84,68.0,0,1119.78,0,4,6.24,0
35.72,40.0,2,375.94,0,8,6.04,1
29.16,5.0,2,671.29,0,8,14.24,0
31.97,62.0,1,620.4,1,6,52.55,1
28.56,49.436559691912706,1,389.94,1,5,20.32,0
39.34,43.0,1,1140.73,0,5,32.24,1
33.96,16.0,1,1400.39,0,1,2.84,0
30.48,90.0,0,947.05,1,6,6.57,1
32.22,49.436559691912706,1,779.18,1,8,10.42,0
21.88,65.0,1,857.31,1,4,1.07,0
29.49,37.0,2,881.79,0,6,30.24,0
29.990843475581585,41.0,2,1076.61,1,5,35.41,0
20.17,79.0,2,8803.4,1,6,7.1,1
33.99,52.0,0,850.1,1,7,11.63,1
28.31,43.0,2,848.94,1,9,45.85,1
24.91,40.0,2,1222.3,0,1,0.05,0
28.85,49.436559691912706,1,977.04,0,1,24.0,0
30.43,2.0,2,952.24,0,3,41.85,0
28.93,31.0,2,852.65,1,6,46.79,1
32.79,76.0,0,1017.8,0,6,21.88,1
33.62,49.436559691912706,1,949.1,0,5,24.02,0
26.49,40.0,1,927.03,0,2,23.14581921773945,1
24.51,72.0,1,995.69,0,3,3.29,1
25.99,48.0,0,8855.7,1,4,2.98,0
34.93,42.0,2,564.14,0,6,5.34,0
33.96,99.0,1,1164.23,0,8,22.0,1
30.89,31.0,0,700.81,0,1,6.24,1
33.38,57.0,0,949.9,1,3,5.39,0
29.990843475581585,36.0,1,812.46,1,6,25.93,1
15.62,68.0,0,951.45,0,3,23.14581921773945,0
33.38,28.0,0,738.52,0,9,1.4,0
29.990843475581585,7.0,0,1069.93,1,5,23.14581921773945,1
33.62,16.0,1,832.18,1,4,29.23,1
29.88,7.0,2,1448.09,0,9,7.62,0
38.2,60.0,0,881.7,1,3,10.15,1
27.84,53.0,1,903.74,1,1,19.04,0
29.65,68.0,0,797.81,0,7,22.12,1
31.02,93.0,0,736.39,0,4,1.3,1
28.17,28.0,0,983.0,0,3,1.02,0
31.99,40.0,1,668.71,0,9,24.83,0
36.61,4.0,1,1360.66,0,6,20.97,0
24.33,60.0,2,717.82,0,8,55.15,0
22.33,9.0,2,1101.06,0,1,45.55,1
33.46,38.0,0,961.9,0,3,27.3,0
25.95,28.0,0,1189.94,0,9,32.75,1
21.02,57.0,2,1481.75,0,7,2.25,1
25.59,49.436559691912706,0,471.38,0,9,19.11,0
34.54,83.0,2,1428.52,1,5,11.68,1
22.76,22.0,0,674.51,1,8,19.38,1
28.89,55.0,1,499.33,0,8,6.5,0
26.83,62.0,0,1231.89,1,2,8.61,0
36.96,55.0,2,961.16,0,8,22.35,0
34.75,61.0,0,1355.81,0,6,10.93,0
29.21,14.0,2,1096.26,1,2,11.89,0
37.5,68.0,2,1518.94,1,6,3.59,1
29.990843475581585,9.0,2,1220.65,0,3,3.01,0
30.05,17.0,2,1104.74,1,4,18.07,0
38.9,68.0,1,12885.8,0,9,22.19,0
23.95,47.0,1,723.96,0,8,0.84,0
35.13,57.0,0,967.19,0,5,22.04,0
22.31,45.0,1,1285.02,1,4,6.41,0
33.03,84.0,1,1092.312002002773,0,6,1.72,0
28.33,17.0,2,560.97,1,7,4.85,1
30.03,21.0,0,627.87,1,5,4.02,1
30.51,6.0,1,1075.88,0,4,3.15,1
27.65,15.0,0,738.12,1,5,7.26,1
28.69,56.0,0,814.33,0,8,22.24,1
20.64,46.0,1,850.96,1,3,40.84,1
23.83,21.0,2,780.9,0,6,9.1,1
33.91,50.0,1,1183.73,0,3,6.16,1
35.98,68.0,2,935.9,1,5,52.61,0
25.55,33.0,2,1293.06,1,1,5.75,1
30.93,2.0,1,702.99,1,8,55.14,1
25.95,49.436559691912706,0,1102.18,0,2,9.48,0
31.55,94.0,1,602.43,1,7,0.45,0
25.26,36.0,2,920.4,1,9,15.05,1
23.23,39.0,2,1061.14,0,8,27.24,0
29.990843475581585,9.0,0,656.8,1,6,7.12,1
29.990843475581585,44.0,2,1420.16,1,8,61.6,0
26.27,3.0,0,936.76,0,9,12.3,1
34.13,33.0,2,1151.2,0,4,10.78,0
23.74,43.0,1,1078.31,0,3,18.3,1
22.94,9.0,2,884.94,1,6,4.69,1
30.67,72.0,1,1006.72,1,3,24.16,0
22.84,18.0,1,849.96,1,6,9.85,1
26.6,71.0,1,422.2,1,8,3.57,0
40.9,6.0,2,811.81,0,8,27.27,1
28.87,72.0,0,880.31,0,5,0.35,1
29.990843475581585,32.0,0,745.99,0,3,36.83,0
21.05,98.0,2,1328.77,1,8,23.14581921773945,0
37.43,37.0,2,1339.86,1,5,8.59,0
31.75,27.0,1,677.87,0,8,4.68,0
35.9,96.0,1,1057.73,0,1,11.61,0
29.45,42.0,2,953.13,0,7,0.93,0
27.5,26.0,2,1157.37,1,2,111.79,1
29.67,62.0,0,1092.312002002773,1,3,5.22,1
32.73,47.0,1,1243.06,1,3,0.91,0
25.93,11.0,2,703.07,0,5,5.46,0
36.59,93.0,1,1351.76,1,9,6.49,1
28.77,75.0,2,886.75,1,9,15.39,0
34.28,42.0,1,820.03,1,7,2.67,1
27.73,10.0,0,656.49,1,4,39.57,1
25.62,31.0,1,1240.62,1,4,0.66,1
32.67,44.0,1,1407.42,1,4,14.04,0
23.73,96.0,2,648.01,1,8,23.14581921773945,0
28.76,54.0,2,581.88,0,1,5.89,1
24.32,38.0,2,11361.1,0,8,1.65,0
31.39,81.0,1,1205.48,1,8,14.03,0
28.83,56.0,1,893.35,0,1,28.45,0
30.53,6.0,0,1031.64,1,4,30.95,1
27.02,44.0,0,893.31,0,4,19.43,0
24.67,21.0,2,1057.42,0,3,25.02,0
40.27,66.0,2,1110.42,0,2,7.14,0
25.05,5.0,2,481.67,1,7,0.67,1
34.68,32.0,2,1100.83,0,1,8.26,0
34.63,74.0,1,1365.48,1,6,10.45,0
33.5,56.0,1,1092.312002002773,0,2,35.35,0
28.76,7.0,2,1102.94,0,7,8.72,1
35.92,66.0,0,807.11,0,2,35.5,0
34.63,84.0,0,755.53,1,7,22.95,1
20.08,34.0,2,858.95,0,1,17.26,1
35.05,4.0,0,1465.21,1,2,5.65,0
26.46,37.0,0,1035.64,0,1,15.86,0
26.81,49.436559691912706,2,717.15,1,4,34.87,0
27.32,77.0,2,855.55,1,8,13.19,1
32.41,74.0,0,1070.18,1,3,8.86,0
33.07,9.0,1,881.89,1,5,10.79,0
23.16,41.0,1,992.85,0,8,60.73,1
28.01,58.0,0,969.47,0,1,2.22,0
25.67,77.0,0,1041.03,0,2,5.18,1
29.990843475581585,77.0,2,927.4,0,2,6.41,0
24.88,51.0,2,1605.38,1,6,1.64,0
19.69,14.0,2,1248.57,0,4,41.16,0
33.42,3.0,2,1514.06,0,9,6.29,0
29.16,10.0,1,486.05,1,3,2.39,1
29.990843475581585,24.0,0,1121.89,1,5,0.82,0
33.72,5.0,2,660.35,0,9,3.7,0
29.990843475581585,66.0,2,733.08,1,6,7.28,1
29.990843475581585,92.0,1,1186.91,0,8,37.54,0
43.66,27.0,2,1132.27,0,8,36.2,0
35.02,47.0,1,1271.79,0,8,18.12,0
21.19,35.0,0,1092.312002002773,0,5,0.61,0
33.15,42.0,0,904.55,1,5,30.88,1
35.29,48.0,0,1045.23,0,3,23.14581921773945,0
25.06,71.0,1,1183.33,0,8,5.82,0
27.47,49.436559691912706,0,896.78,0,5,2.56,1
31.36,34.0,1,915.65,1,2,23.14581921773945,1
27.61,12.0,1,437.4,0,4,22.27,0
23.17,96.0,1,1080.91,0,4,6.99,0
36.69,52.0,0,982.8,0,4,24.26,1
34.58,67.0,1,1420.92,1,5,26.15,1
31.44,92.0,1,1119.26,0,9,17.03,1
33.8,56.0,0,1058.84,0,6,87.55,0
32.73,78.0,1,1127.95,1,2,15.11,1
24.02,53.0,2,1092.312002002773,1,9,57.74,0
32.69,5.0,0,1125.18,0,4,61.04,0
29.990843475581585,94.0,0,1388.17,1,5,15.83,1
22.47,98.0,1,587.81,1,9,28.09,1
31.75,71.0,0,619.2,0,3,16.04,0
26.57,85.0,0,496.14,0,2,5.47,1
25.11,26.0,1,635.16,1,3,20.39,1
29.990843475581585,49.436559691912706,2,664.09,0,6,6.97,1
32.1,32.0,0,832.21,1,1,18.19,0
27.73,3.0,0,492.0,1,4,1.5,0
31.47,11.0,1,1238.17,0,7,5.09,0
23.53,21.0,1,815.41,1,9,23.14581921773945,0
27.13,61.0,0,857.56,1,8,2.75,0
29.49,41.0,1,808.21,0,9,28.79,0
30.98,1.0,1,1023.3,0,6,1.66,0
33.14,98.0,0,1092.312002002773,1,2,3.61,0
29.21,99.0,0,676.14,0,1,4.37,1
37.68,45.0,1,1144.95,1,6,30.45,0
29.990843475581585,92.0,0,1271.33,0,4,5.39,1
31.6,40.0,0,689.07,1,5,0.94,0
28.24,46.0,1,1365.47,1,3,10.78,0
20.48,55.0,0,1092.312002002773,0,6,7.55,0
25.75,39.0,0,496.17,0,5,24.4,0
28.14,69.0,1,1288.94,1,4,6.97,0
26.66,25.0,1,556.73,1,7,41.51,0
21.04,64.0,0,1236.12,0,6,43.29,1
26.59,60.0,1,1031.94,0,4,69.21,0
29.14,44.0,0,861.73,1,3,31.66,0
25.47,26.0,0,1144.81,1,2,2.1,0
38.98,91.0,2,1568.95,0,5,25.13,0
29.990843475581585,66.0,2,1153.11,1,4,1.16,1
31.45,13.0,0,599.77,1,3,1.68,0
30.35,49.436559691912706,0,1131.21,0,8,22.54,0
30.58,57.0,1,919.21,0,3,4.1,0
35.24,22.0,0,7384.8,0,6,10.13,0
29.990843475581585,84.0,1,587.36,1,9,17.74,1
25.58,55.0,0,1042.39,1,4,17.28,1
41.8,17.0,1,739.73,1,9,18.67,1
33.01,68.0,1,609.0,1,3,5.82,1
30.5,12.0,0,1245.63,0,7,23.14581921773945,0
34.38,29.0,1,1608.67,0,3,17.43,0
28.82,69.0,0,917.34,0,2,33.21,1
24.52,76.0,0,1177.44,1,8,17.02,1
21.74,56.0,1,1286.23,0,4,77.29,0
33.34,61.0,1,1187.06,0,5,17.15,0
29.2,37.0,1,1275.04,0,2,7.41,0
40.32,63.0,0,1123.3,1,3,8.68,0
31.65,34.0,0,1288.79,1,9,31.26,1
36.82,20.0,1,729.92,1,8,11.91,1
32.27,38.0,2,1235.09,1,1,16.9,1
29.7,39.0,0,1024.33,0,4,35.3,1
30.29,42.0,0,1089.85,1,1,6.97,1
22.64,2.0,1,558.06,0,6,14.68,1
23.46,77.0,0,1162.24,1,9,3.53,0
33.83,70.0,2,898.8,0,6,23.14581921773945,0
28.32,49.436559691912706,0,986.87,0,9,0.57,0
24.87,67.0,0,1485.46,0,7,15.63,0
29.990843475581585,39.0,1,1425.92,1,8,23.14581921773945,0
26.3,94.0,2,1400.94,0,6,3.92,0
39.73,92.0,0,1265.19,0,9,18.75,1
29.47,39.0,2,1327.97,0,3,54.45,0
27.39,53.0,1,1531.31,0,1,0.82,1
29.33,40.0,1,1092.312002002773,1,9,2.15,0
20.26,37.0,0,463.98,1,1,23.14581921773945,0
28.03,26.0,1,955.71,1,5,3.5,0
23.56,44.0,2,983.46,0,8,107.89,1
26.77,4.0,0,1092.312002002773,1,2,6.84,0
37.45,78.0,0,1034.87,0,2,54.75,1
31.2,8.0,2,1242.7,1,2,7.3,1
35.5,68.0,2,943.19,0,5,8.44,1
29.49,29.0,0,1334.24,0,8,18.93,1
33.8,95.0,0,1086.16,0,5,28.78,0
27.81,89.0,2,510.93,0,8,6.25,0
37.5,43.0,0,1356.32,0,9,2.76,1
34.52,60.0,1,503.31,0,2,3.07,0
27.68,99.0,2,1391.3,0,1,5.03,0
30.31,49.436559691912706,1,1087.11,1,3,2.78,0
27.61,35.0,0,936.09,0,9,23.14581921773945,0
34.62,74.0,0,1084.2,1,7,10.15,1
40.7,48.0,2,1016.12,0,4,14.73,0
25.7,32.0,2,600.54,0,9,77.95,0
21.53,13.0,1,923.84,0,1,41.45,0
24.72,45.0,0,1092.312002002773,0,2,18.54,0
29.990843475581585,76.0,2,982.21,0,7,34.31,0
24.59,48.0,1,659.15,0,3,23.38,1
29.990843475581585,18.0,0,1268.58,0,3,18.97,1
35.79,84.0,0,998.97,0,1,5.06,0
36.27,70.0,1,1543.57,0,5,3.8,0
42.39,14.0,2,878.48,0,6,45.42,0
28.12,45.0,2,863.12,1,2,37.99,1
32.37,99.0,2,1045.53,0,8,21.24,1
26.01,29.0,1,879.35,1,8,45.07,0
31.95,69.0,2,1055.9,1,6,4.33,1
35.51,33.0,1,13137.6,0,9,50.27,0
31.5,55.0,2,1207.4,0,1,2.48,1
27.46,16.0,0,809.33,1,2,35.95,0
28.79,63.0,2,1123.07,0,5,19.33,1
36.03,83.0,0,716.32,1,3,6.49,0
24.42,34.0,2,999.52,0,2,63.74,1
25.94,96.0,0,1016.6,1,6,71.57,1
26.14,40.0,1,736.11,0,8,2.45,0
32.75,8.0,0,500.52,1,2,4.01,0
27.8,34.0,2,1615.43,1,2,57.89,0
31.49,3.0,1,528.77,1,3,28.62,1
29.990843475581585,39.0,1,1526.48,0,3,2.89,0
25.94,95.0,1,1442.89,0,5,5.36,0
30.79,65.0,1,496.37,1,4,33.0,0
34.31,36.0,2,934.55,0,3,40.25,0
33.43,84.0,2,1223.05,1,5,0.11,1
35.15,20.0,2,1532.24,1,9,1.1,0
34.03,9.0,0,1369.34,0,9,9.48,0
23.26,97.0,0,1497.11,0,2,37.0,0
27.1,15.0,1,1419.17,1,5,10.05,0
33.84,54.0,2,1313.55,0,5,16.59,0
23.84,55.0,0,10911.2,1,4,82.86,1
31.57,94.0,1,1026.86,1,7,7.49,0
27.15,74.0,1,1092.312002002773,1,9,22.55,0
29.17,11.0,1,1296.36,1,7,46.38,1
22.9,24.0,1,931.38,0,8,22.35,0
24.32,94.0,2,1336.46,1,1,8.69,1
36.14,32.0,2,1227.27,0,6,143.41,0
25.52,32.0,2,592.36,0,8,60.96,0
26.23,73.0,0,1092.312002002773,0,3,3.28,1
30.79,46.0,2,1143.48,1,9,13.75,0
26.87,71.0,1,880.79,0,9,2.57,1
35.94,51.0,1,1014.2,0,6,6.08,1
36.23,58.0,1,1251.62,1,4,40.79,0
22.35,85.0,2,879.83,1,6,1.73,0
29.09,95.0,0,940.11,0,8,8.47,0
18.77,24.0,0,942.79,0,9,19.25,0
41.96,64.0,2,1058.58,1,3,11.0,0
24.07,64.0,2,1018.7,1,7,1.63,1
26.4,79.0,0,318.11,0,8,14.9,0
